UBIDPTO,REGION,ZONA,OCU,INFORM,SEXO,GEDUC,AEDUC,AEDAD,AEDAD2,WS,LWS,EXP,EXP2
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,23,529,542.9694167374657,6.297052995580651,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,45,2025,80.969796463181,4.3940762019636175,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,2,74,5476,40.23558336801367,3.694751762511594,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,33,1089,33.54243818429738,3.5128114485739532,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,42,1764,306.49874476558654,5.725213659986433,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,25,625,92.53417051985986,4.527577987328438,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,29,841,60.10406018844368,4.096077396471317,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,35,1225,43.495854660941376,3.772665638402994,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,38,1444,276.4518275738404,5.622036583627854,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,17,289,408.4544588045544,6.01238042413068,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,46,2116,6.961638113722099,1.9404148078202021,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,26,676,150.24097240468024,5.012240487781128,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,33,1089,251.02171148900428,5.525539435347071,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,47,2209,148.5916586917874,5.001201998082238,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,24,576,208.17791108664844,5.338393055867743,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,19,361,448.60194292990997,6.106135953173274,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,5,34,1156,8.131500165890275,2.095745428787309,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,27,729,116.08483609465527,4.754321269447039,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,22,484,200.33408191719295,5.299986382551595,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,40,1600,23.22463844550265,3.1452137171084438,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,64,4096,925.3033490657406,6.830121628686174,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,57,3249,148.68754902393232,5.00184711777431,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,25,625,164.4902757614172,5.102851454545773,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,49,2401,116.08483609465527,4.754321269447039,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,36,1296,683.9473830569455,6.527880989308301,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,16,54,2916,49.709548183933,3.9061970310275167,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,50,2500,116.08483609465527,4.754321269447039,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,17,34,1156,1452.757710062156,7.281218898159962,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,42,1764,1083.541575171308,6.987990191418208,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,15,38,1444,154.9971328790689,5.04340661919377,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,31,961,462.6516745328703,6.136974448126229,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,39,1521,370.11750401301043,5.913820533634461,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,50,2500,34.693122170036574,3.5465414589506463,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,14,58,3364,536.947503878764,6.285900331590122,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,25,625,231.32583726643514,5.4438272675662835,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,21,441,115.66291863321757,4.750680087006338,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,24,576,289.000669464347,5.666429004595379,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,1,78,6084,20.827380141879335,3.036268474049232,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,33,1089,297.37509804786464,5.694994298334255,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,32,1024,111.04100462383182,4.7098995441223925,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,54,2916,1118.4840122049216,7.019729486867293,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,48,2304,353.0106687583545,5.866498279588074,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,52,2704,198.24367267643342,5.289496944123836,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,17,289,99.1314253714312,4.596446498751391,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,28,784,179.78130022256147,5.19174111341725,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,45,2025,411.7530862303401,6.020423864428178,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,48,2304,173.48478891661185,5.1560899235931394,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,20,400,90.1944464155235,4.501967855500399,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,71,5041,198.93408306787694,5.292973528987179,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,32,1024,1501.143971662489,7.313982744197255,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,9,36,1296,388.8352968477012,5.963155852538965,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,9,47,2209,218.9943405525968,5.389045887257,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,57,3249,229.9641945499771,5.437923620934785,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,27,729,240.70391175020953,5.4835675962157975,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,31,961,126.07660870415724,4.836889727779516,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,13,29,841,443.87634749889247,6.095546027020722,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,43,1849,297.37509804786464,5.694994298334255,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,52,2704,49.55612365250111,3.9031058384578436,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,19,361,74.33418547875166,4.308570946566008,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,53,2809,198.24367267643342,5.289496944123836,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,20,400,49.55612365250111,3.9031058384578436,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,34,1156,99.1314253714312,4.596446498751391,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,55,3025,71.24651678368484,4.266145930707211,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,28,784,246.80253687462724,5.508588571049017,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,66,4356,33.772574981445224,3.519649082051558,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,64,4096,24.778061826250553,3.2099586578978987,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,20,400,128.85742833636027,4.858706586475502,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,26,676,198.24367267643342,5.289496944123836,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,30,900,89.21636502764518,4.491064487193906,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,37,1369,99.1314253714312,4.596446498751391,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,46,2116,158.60260936771834,5.066401761573088,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,48,2304,11.564374056678858,2.4479291702825368,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,56,3136,57.82187028339429,4.057367082716637,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,28,784,675.7583486917682,6.515835539785038,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,44,1936,180.19711216675714,5.194051319334155,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,8,54,2916,9.147937686626559,2.2135284644436926,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,12,24,576,737.3391199952439,6.603047922038135,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,30,900,23.128748113357716,3.141076350842482,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,47,2209,59.47118399628713,4.0854918926558,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,28,784,429.33937314572074,6.062247685783233,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,27,729,38.16435219368313,3.6419018912738896,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,22,484,109.02730764878824,4.691598379739988,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,50,2500,46.71776982101111,3.844124602385139,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,27,729,34.92325896718441,3.5531530532829594,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,57,3249,68.48443041412398,4.226606426208693,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,41,1681,30.07120816065083,3.4035681744657045,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,65,4225,11.564374056678858,2.4479291702825368,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,34,1156,28.21093571703914,3.339709694156789,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,34,1156,83.29034250108836,4.4223326060901735,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,20,400,86.43554539544215,4.459398996246,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,33,1089,25.909567745560757,3.25461231151555,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,30,900,41.635582217329684,3.728955143433643,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,46,2116,23.128748113357716,3.141076350842482,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,26,676,34.693122170036574,3.5465414589506463,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,50,2500,34.71230023646556,3.547094097815223,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,56,3136,47.197221481735774,3.8543350239464074,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,65,4225,92.53417051985986,4.527577987328438,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,50,2500,69.38624434007315,4.239688639510592,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,44,1936,41.635582217329684,3.728955143433643,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,74,5476,30.07120816065083,3.4035681744657045,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,54,2916,27.750662122743464,3.3232597001868354,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,44,1936,26.369841339856436,3.272220983656023,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,28,784,26.369841339856436,3.272220983656023,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,57,3249,876.7828410004047,6.776259345975345,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,8,43,1849,401.45446455797435,5.995094113649872,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,46,2116,69.40542240650214,4.239964997119094,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,13,26,676,157.16425438554435,5.057291464733281,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,35,1225,1134.804546735989,7.034215709567478,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,33,1089,851.1609442512787,6.746601234371274,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,54,2916,86.99170932188275,4.46581281896294,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,36,1296,99.71763930527935,4.6023425851428845,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,61,3721,2.3205460379073664,0.8418025191520926,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,17,32,1024,589.9748575549116,6.38007992167804,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,27,729,1266.8071779667032,7.144254980867806,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,32,1024,459.7749645685223,6.130737162322396,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,37,1369,1064.5361113401825,6.970294407046253,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,46,2116,597.7611525250801,6.393191263671838,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,42,1764,164.12589249926646,5.100633770532114,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,17,70,4900,100.16704095859647,4.60683920199165,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,63,3969,528.5283327164389,6.270096413554402,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,12,46,2116,579.3310306868241,6.361874042500578,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,25,625,215.13954920037054,5.371286883623633,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,5,31,961,127.22729268989643,4.845975193062349,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,62,3844,273.5751176094924,5.611576237202952,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,18,324,162.87931818138233,5.0930095473353605,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,36,1296,138.7916667465753,4.932974008421479,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,23,529,160.71234650355083,5.0796160993102815,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,42,1764,13.884920094586224,2.630803365941068,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,25,625,115.66291863321757,4.750680087006338,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,24,576,125.61633510986157,4.8332323021846495,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,18,324,154.90124254692395,5.0427877689976475,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,17,55,3025,374.73941802239614,5.926230899152125,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,49,2401,150.35604080325413,5.0130060868998045,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,62,3844,277.5833334931506,5.626121188981425,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,10,60,3600,511.97766138822357,6.238280993986561,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,32,1024,74.2766512794647,4.3077966530701035,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,30,900,24.75888375982157,3.209184364401994,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,41,1681,123.79441879910785,4.818622276836094,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,38,1444,114.45470044819142,4.7401791154389485,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,60,3600,66.37528791072226,4.195324817190696,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,36,1296,74.2766512794647,4.3077966530701035,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,51,2601,148.5533025589294,5.000943833630049,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,43,1849,9.167115753055546,2.2156227060468074,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,12,21,441,297.5860567785835,5.6957034496388355,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,44,1936,286.3668879176264,5.657273813589826,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,53,2809,59.432827863429154,4.0848467313431,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,48,2304,274.7066235288026,5.615703704673675,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,22,484,82.40815144535497,4.411684357330347,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,20,400,148.5533025589294,5.000943833630049,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,40,1600,73.26021375872843,4.294017675155972,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,37,1369,135.74235418436643,4.91075863446076,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,38,1444,80.12596154030558,4.383599915671862,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,25,625,99.03553503928627,4.595478725521884,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,43,1849,69.597203070792,4.242724380768422,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,47,2209,316.93672580543085,5.758702150816481,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,45,2025,109.6410057745158,4.697211444819323,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,22,484,19.810942621143052,2.98623444267499,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,50,2500,495.2927435950053,6.205148988961948,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,49,2401,118.84647766042933,4.777832556517459,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,27,729,42.690375870923944,3.7539735053908414,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,28,784,34.32873890788583,3.535982872390152,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,5,35,1225,445.67908574321723,6.099599154335517,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,40,1600,320.86822942337307,5.771030538613014,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,7,36,1296,396.1613182235741,5.981821497553604,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,7,16,256,104.00265424439378,4.6444164203964124,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,7,39,1521,162.03548325850693,5.087815343708196,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,21,441,236.86829846441222,5.467504283993366,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,21,441,226.95323812062622,5.424743996791991,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,34,1156,343.38327941100323,5.838847255987885,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,74,5476,208.988858622171,5.342280942515997,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,35,1225,22.898611316209877,3.1310762675078987,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,54,2916,503.6160244251854,6.221814121412138,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,17,289,561.2844701771478,6.33022785396723,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,64,4096,238.4435780986002,5.474132712524153,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,43,1849,103.00539479008648,4.634781363460811,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,20,400,160.25192308061116,5.0767470962318075,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,25,625,227.77471111838813,5.428357031322916,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,84,7056,18.23834117396616,2.903526036100742,NA,NA
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,4,65,4225,249.20663111013198,5.518282396150489,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,78,6084,46.55222321585249,3.8405747623216597,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,68,4624,11.449305658104938,2.4379290869479533,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,49,2401,35.460244827196036,3.5684122049424762,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,43,1849,80.12596154030558,4.383599915671862,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,68,4624,13.731495563154333,2.619692140515997,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,77,5929,95.4492366170658,4.558594552413905,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,68,4624,10.29862167236575,2.332010068064216,NA,NA
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,70,4900,7.997253700887369,2.079098195354153,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,48,2304,2141.883171054928,7.669440707529062,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,8,46,2116,1373.5139395775839,7.225127654430012,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,53,2809,933.051287903051,6.838460170293678,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,54,2916,277.5833334931506,5.626121188981425,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,17,77,5929,86.6178119408395,4.461505475029188,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,61,3721,3009.2687595051293,8.009452391187454,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,33,1089,1889.4998168494658,7.544067425858851,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,55,3025,752.3171898762823,6.623158030067563,NA,NA
