UBIDPTO,REGION,ZONA,OCU,INFORM,SEXO,GEDUC,AEDUC,AEDAD,AEDAD2,WS,LWS,EXP,EXP2
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,38,1444,9.378074483774398,2.2383744630302234,0.2,0.04000000000000001
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,17,289,49.2876307224953,3.897673151444617,0.1,0.010000000000000002
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,83,6889,11.967113451687574,2.482162341924779,30,900
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,75,5625,29.342441636349342,3.3790349879418327,60,3600
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,61,3721,34.04106791145103,3.5275676754648675,41,1681
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,65,4225,124.20881673547598,4.821964155188176,15,225
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,43,1849,62.175291362774225,4.129957675850973,25,625
13,SIERRA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,14,196,9.85752614449906,2.2882352390105165,1,1
13,SIERRA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,5,16,256,268.9915597329646,5.594680002652207,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,18,24,576,290.62441866486137,5.67203177604667,0.5,0.25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,68,4624,1260.5551283108534,7.13930748094401,32,1024
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,12,21,441,314.82713849824233,5.752023721525847,0.4,0.16000000000000003
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,37,1369,351.9366970383312,5.863451321466026,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,45,2025,519.879024756966,6.253596139811355,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,52,2704,229.9641945499771,5.437923620934785,20,400
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,12,25,625,199.4518908614596,5.295573058684815,4,16
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,74,5476,130.2382491192473,4.869365458669143,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,39,1521,254.62718797765373,5.539800467451253,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,18,324,218.22721789543735,5.38553680391236,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,61,3721,155.61083100479644,5.047358217321744,20,400
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,33,1089,140.80536372161887,4.947378537612131,8,64
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,59,3481,42.230102276628266,3.7431332908379766,11,121
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,57,3249,159.33137589201982,5.070986158551355,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,57,3249,240.05592159359185,5.480871902840127,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,46,2116,133.68207922962668,4.8954644379485455,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,25,625,19.40377157577422,2.9654674582962715,NA,NA
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,60,3600,282.76141142897694,5.64460347290501,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,52,2704,281.59154937680876,5.640457614518289,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,39,1521,215.10119306751255,5.371108582829723,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,49,2401,535.7968198930248,6.283755021842848,19,361
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,60,3600,14.565883087705254,2.678682019380514,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,74,5476,18.558613946901207,2.9209340449843313,0.3,0.09
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,67,4489,70.40268186080944,4.254231357052186,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,57,3249,143.62453948667988,4.967202529804719,25,625
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,43,1849,152.52316230972963,5.0273164685124865,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,40,1600,55.5396803783449,4.017097727060959,0.9,0.81
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,19,361,35.19175189719022,3.560811734044022,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,14,196,41.06024022446009,3.7150402621450342,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,54,2916,723.5309121663736,6.584143271028025,29,841
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,13,48,2304,103.4870376947293,4.639446365197831,0.9,0.81
13,COSTA,RURAL,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,25,625,254.5504757119378,5.5394991491815535,2,4
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,59,3481,74.35291874139385,4.308822928912958,9,81
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,41,1681,35.19175189719022,3.560811734044022,0.2,0.04000000000000001
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,39,1521,299.35043889005027,5.701614923513764,10,100
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,22,484,7.747938837310545,2.0474268515165015,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,63,3969,162.15055165708083,5.088525234888032,1,1
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,3,53,2809,17.35615011823278,2.8539469172552776,0.9,0.81
13,COSTA,RURAL,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,35,1225,263.14224947212375,5.572694758476526,0.5,0.25
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,27,729,110.40265032187988,4.704134140093609,0.4,0.16000000000000003
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,75,5625,35.19175189719022,3.560811734044022,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,59,3481,55.72379168892122,4.020407195571993,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,22,484,205.30120112230045,5.324478174579134,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,63,3969,291.8901710491745,5.676377604971028,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,64,4096,69.13692947649632,4.236089023274401,1,1
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,39,1521,217.15324617541413,5.380603307869391,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,12,20,400,302.74495664798087,5.7128907238236994,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,31,961,429.89553707216135,6.06354224213214,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,59,3481,1018.432039644899,6.926019507515107,1.1,1.2100000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,47,2209,113.24648226316526,4.729566702186814,1.2,1.44
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,12,30,900,112.55607187172176,4.723451514113686,2.2,4.840000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,33,1089,350.2490271925804,5.858644407747393,2.2,4.840000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,47,2209,233.5121368393396,5.453234053656819,11,121
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,19,361,157.43274731555016,5.0589983659036175,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,40,1600,308.8052256395406,5.7327107404152775,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,33,1089,429.91471513859034,6.063586852129247,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,49,2401,661.2980866043124,6.494204701291148,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,7,73,5329,33.38901365286549,3.5082269133235404,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,22,484,117.13962974824953,4.763366639893874,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,10,16,256,50.45749277466348,3.921131254595644,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,33,1089,469.8242713773112,6.152358734102982,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,44,1936,136.60536717367083,4.9170962375337055,25.2,635.04
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,67,4489,478.64618193464503,6.170961664623151,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,20,400,275.49292425239105,5.618561944968741,NA,NA
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,59,3481,338.81889960090444,5.825465745168032,8,64
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,15,31,961,464.22427598004714,6.140367788853901,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,57,3249,213.7779064839125,5.364937655944975,1.3,1.6900000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,24,576,230.2326874799829,5.439090482210705,0.9,0.81
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,24,576,460.00510136567016,6.131237579347018,0.5,0.25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,46,2116,280.2107285939217,5.635541922227436,18,324
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,42,1764,116.7560684196698,4.760086873096873,3,9
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,47,2209,1633.1657809596322,7.398275607082664,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,14,57,3249,700.5172324515898,6.551818965690884,1,1
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,31,961,267.11210922292395,5.587668455003376,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,14,52,2704,612.0140517692726,6.416755242656048,1,1
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,17,46,2116,611.6268945532374,6.416122447177737,10,100
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,34,1156,724.8925548828316,6.586023443710334,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,49,2401,181.65464521536012,5.202107330679138,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,12,42,1764,555.0324205212983,6.319026527394015,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,14,196,13.30957810171663,2.588483934062156,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,63,3969,466.27632908794874,6.144778439257385,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,14,53,2809,832.8650688780256,6.724871646907094,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,23,529,181.65464521536012,5.202107330679138,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,24,576,282.5696307646871,5.64392500079811,0.3,0.09
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,17,51,2601,434.30649235082825,6.0737504884293365,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,29,841,1385.8646143578512,7.234079494140274,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,17,47,2209,350.2490271925804,5.858644407747393,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,60,3600,392.2298146056319,5.971847929755241,4,16
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,46,2116,1016.5717672012872,6.924191232840111,27,729
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,46,2116,2407.1733639670983,7.786208460103029,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,15,52,2704,860.9225800636328,6.758004581759527,4,16
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,48,2304,413.11858703438054,6.02373468742194,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,57,3249,248.6819873846679,5.516174921104236,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,53,2809,403.4873395994469,6.000145110760371,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,16,23,529,641.6213904481723,6.463998395223766,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,18,43,1849,1537.2946268811286,7.337779414746329,15,225
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,36,1296,618.9145597962522,6.427967233749344,9,81
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,43,1849,693.6514846700127,6.541969650897849,15,225
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,34,1156,303.32029864085047,5.714789338405804,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,40,1600,255.45184483410014,5.543033917649732,13,169
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,36,1296,61.887620366339426,4.125320165607313,6,36
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,9,43,1849,353.87368174765885,5.868940018233062,20,400
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,38,1444,40.83010342731225,3.7094196384488307,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,25,625,363.80792015787387,5.896626036484411,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,59,3481,60.545155716310376,4.103389462113343,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,13,28,784,181.65464521536012,5.202107330679138,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,74,5476,100.91498554932696,4.614278435155589,60,3600
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,65,4225,147.90124830034387,4.996544809845733,1.7,2.8899999999999997
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,67,4489,151.37247832399044,5.019743543263754,42.7,1823.2900000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,7,50,2500,566.7885752422669,6.339986351018931,4.2,17.64
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,33,1089,343.11478648099745,5.838065045645174,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,37,1369,252.28746387331736,5.5305691670297445,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,47,2209,361.23805925638965,5.8895371849187965,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,22,484,23.358884910505555,3.1509774218251936,0.3,0.09
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,40,1600,405.6352830394934,6.005454438235926,0.3,0.09
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,33,1089,271.65731096659374,5.604541385819968,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,14,54,2916,345.79203706305174,5.845837545404676,3,9
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,9,59,3481,10.5095804030846,2.352287260503367,10,100
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,19,361,132.15605576214597,4.88398346491256,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,44,1936,31.528741209253802,3.4508995491714765,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,41,1681,84.99719041326816,4.442618201982471,0.2,0.04000000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,45,2025,22.208200924766363,3.100461631688292,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,58,3364,151.37247832399044,5.019743543263754,6,36
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SUP. NO UNIV.,12,50,2500,59.54789626200308,4.08678096792293,1.5,2.25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,61,3721,617.2077118840724,6.425205615362455,29,841
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,23,529,1036.0183265602795,6.943140112392967,2.5,6.25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,44,1936,536.0077786237437,6.284148673323229,14,196
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,7,30,900,172.94780305660024,5.152989832536381,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,27,729,825.9226088307325,6.716501075221905,4,16
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,16,55,3025,642.9254989653433,6.466028852774148,30,900
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,18,48,2304,988.3608314842481,6.896047845126332,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. UNIV.,16,23,529,431.2571797886194,6.066704616992184,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,61,3721,682.1062886797628,6.525185494204397,34,1156
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,14,36,1296,407.15035028738333,6.009182528252653,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. NO UNIV.,13,33,1089,495.36945586072125,6.2053038596452375,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,67,4489,256.8518436834162,5.548499434942474,30,900
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,1,56,3136,178.1067029259976,5.18238282533136,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,41,1681,263.96690632857013,5.575823740472722,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,38,1444,266.13402783504563,5.584000045926362,2,4
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,16,31,961,371.5366809287554,5.917647596642297,2,4
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,8,22,484,211.1888675159993,5.35275283981785,0.5,0.25
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,58,3364,255.70115969767699,5.54400941767081,8,64
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,18,324,140.80536372161887,4.947378537612131,0.1,0.010000000000000002
13,COSTA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,36,1296,86.58896992687404,4.461172439406437,5,25
13,COSTA,URBANA,OCUPADO,FORMAL,FEMENINO,SECUNDARIA,11,34,1156,338.83807766733344,5.825522346271769,5,25
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,36,1296,575.24610253745,6.354797953642545,18,324
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,1,33,1089,130.2574271856763,4.869512701546535,1,1
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,35,1225,61.00542931060605,4.110962865304495,6.4,40.96000000000001
13,COSTA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,6,39,1521,257.1203354428857,5.549544206604429,0.6,0.36
13,COSTA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,9,15,225,40.44654209873252,3.699981154034126,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,0,50,2500,389.82912897177755,5.965708512274736,33,1089
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,55,3025,11.257524993815075,2.421036793383448,4,16
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SECUNDARIA,11,58,3364,1015.612863879838,6.923247516036087,10,100
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,62,3844,388.2177630940562,5.961566427271928,24,576
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,16,34,1156,98.55608337856161,4.590625760547581,14,196
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,PRIMARIA,6,58,3364,609.6323756446228,6.4128561126154215,12,144
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,40,1600,218.22721789543735,5.38553680391236,0.3,0.09
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,48,2304,53.468449204014355,3.979091745435766,30,900
13,SIERRA,URBANA,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,4,62,3844,124.29304852626149,4.822642071983068,0.1,0.010000000000000002
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,PRIMARIA,6,44,1936,168.11493031649565,5.124647854534106,20,400
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,14,24,576,538.2324343295061,6.288290500931651,0.3,0.09
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,SUP. NO UNIV.,12,57,3249,198.95326113430593,5.293069928466697,25,625
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,15,60,3600,643.347416426781,6.466684883810052,36,1296
13,SIERRA,URBANA,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,17,25,625,408.66541753527326,6.012896771221271,0.8,0.6400000000000001
13,SIERRA,URBANA,OCUPADO,FORMAL,FEMENINO,SUP. UNIV.,17,35,1225,693.5172382050097,6.54177609626645,0.2,0.04000000000000001
13,SIERRA,URBANA,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,39,1521,210.15325192883404,5.347837035653712,2,4
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,83,6889,1272.560597895399,7.148786368426701,48,2304
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,59,3481,140.07659719731737,4.942189395830156,3,9
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,66,4356,949.9088082941303,6.856365988717793,20,400
13,COSTA,RURAL,OCUPADO,FORMAL,MASCULINO,SUP. UNIV.,16,26,676,234.6628208250788,5.458149678826145,0.3,0.09
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,38,1444,2.109587307188515,0.7464923393477677,0.3,0.09
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,3,59,3481,227.33635464541914,5.426430659316154,22,484
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,6,49,2401,262.777866209973,5.571309060118196,12,144
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,10,15,225,60.660224114884294,4.105288196861,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,32,1024,122.7204470790846,4.809908980694812,9,81
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,55,3025,243.2929507181227,5.494266275749194,37,1369
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,1,60,3600,151.37247832399044,5.019743543263754,40,1600
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,55,3025,27.86189584446061,3.327260015012047,10,100
13,COSTA,RURAL,OCUPADO,FORMAL,FEMENINO,SUP. NO UNIV.,14,33,1089,204.34229780085113,5.319796518088069,6,36
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,11,61,3721,169.41903883366672,5.1323751657118235,30,900
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SUP. UNIV.,14,22,484,175.9971156188091,5.170467606374364,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,PRIMARIA,0,51,2601,33.00161764742899,3.4965565798841185,1,1
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,SECUNDARIA,11,45,2025,151.66014932042523,5.021642157845859,23,529
13,COSTA,RURAL,OCUPADO,INFORMAL,FEMENINO,SECUNDARIA,8,34,1156,97.65471425639925,4.581437933232649,0.1,0.010000000000000002
13,COSTA,RURAL,OCUPADO,INFORMAL,MASCULINO,PRIMARIA,2,74,5476,93.85745710345992,4.541777217557969,45,2025
